Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Gender,Country,Timestamp,Clicked on Ad
80.3,49,45632.51,113.8,Streamlined homogeneous analyzer,West Brandonton,Female,Netherlands,4/4/2016 20:01,1
81.75,19,34191.23,168.34,Up-sized bi-directional infrastructure,New Thomas,Male,Equatorial Guinea,3/11/2016 0:05,0
65.65,40,66429.84,122.59,Inverse local hub,Reyesfurt,Female,Guinea,5/8/2016 10:25,0
74.63,27,50666.5,190.17,Monitored dynamic instruction set,Garciatown,Female,United Arab Emirates,7/3/2016 4:11,0
39.76,34,59785.94,160.03,Cloned explicit middleware,Kingshire,Female,Namibia,3/11/2016 0:05,0
56.39,40,62669.59,198.45,Fully-configurable foreground solution,New Tinamouth,Male,Greece,5/8/2016 10:25,0
52.68,35,73889.99,132.63,Secured secondary superstructure,Chrismouth,Male,Sri Lanka,3/18/2016 13:22,0
62.06,32,69481.85,221.21,Profound maximized workforce,Port Christina,Female,Saudi Arabia,7/19/2016 12:05,1
42.04,49,39031.89,195.69,Managed client-server access,West Brandonton,Male,Australia,4/4/2016 20:01,1
89.05,42,57868.44,238.58,Enhanced optimizing website,Lake Jennifer,Male,Czech Republic,4/6/2016 11:24,1
41.73,42,58953.01,143.13,Innovative interactive portal,Lake Jennifer,Female,Tanzania,4/6/2016 11:24,1
84.73,36,61610.05,140.46,Total 5thgeneration standardization,West Gregburgh,Female,Poland,3/4/2016 14:33,1
41.73,28,61840.26,207.17,Sharable reciprocal project,West Joseph,Male,United States Virgin Islands,4/21/2016 19:56,0
60.7,37,58235.21,109.29,Managed client-server access,Browntown,Male,Cyprus,1/18/2016 2:51,0
80.3,37,67132.46,158.56,Function-based stable alliance,Jordantown,Female,Bhutan,1/12/2016 3:28,0
56.16,33,49101.67,163.48,Focused coherent success,North Katie,Male,Turkey,2/11/2016 16:45,1
68.01,33,55642.32,120.75,Compatible composite project,Silvaton,Female,Myanmar,6/21/2016 13:15,0
53.92,49,39031.89,195.69,Streamlined homogeneous analyzer,West Brandonton,Male,Australia,4/4/2016 20:01,1
41.82,36,39840.55,140.46,Focused scalable complexity,New Brendafurt,Female,Albania,7/9/2016 11:18,1
46.61,41,48335.2,146.13,Reduced background data-warehouse,Lake David,Female,El Salvador,4/4/2016 11:39,1
60.7,52,33951.63,229.12,Self-enabling local strategy,Silvaton,Female,Belgium,5/12/2016 21:32,0
49.95,23,61617.98,172.81,Team-oriented executive core,Hubbardmouth,Female,Czech Republic,1/14/2016 14:00,0
55.6,24,52252.91,182.2,Up-sized 6thgeneration moratorium,West Ricardo,Female,Algeria,5/24/2016 13:30,1
59.59,33,43974.49,196.77,Quality-focused zero tolerance matrices,Lake Susan,Female,Myanmar,2/21/2016 5:23,0
57.2,25,50671.6,241.03,Integrated interactive support,New Tina,Male,Georgia,1/14/2016 16:30,0
82.07,43,32635.7,198.45,Optimized upward-trending productivity,Wilcoxport,Male,Turkey,4/3/2016 21:13,1
70.92,35,19991.72,236.87,Vision-oriented attitude-oriented Internet solution,Karenmouth,Female,Mayotte,6/21/2016 3:14,1
46.61,34,57868.44,107.56,Sharable value-added solution,Hubbardmouth,Female,Zimbabwe,4/27/2016 4:28,1
80.3,33,39616,146.44,Focused coherent success,Taylorhaven,Male,Vanuatu,3/24/2016 6:36,0
49.21,30,40182.84,140.46,Cross-platform logistical pricing structure,Lake Stephenborough,Female,Guinea,4/13/2016 13:04,1
56.39,52,33951.63,186.37,Self-enabling local strategy,South Jaimeview,Female,Belgium,4/4/2016 8:19,1
81.21,40,59593.56,231.95,Reactive bi-directional workforce,North Brittanyburgh,Male,Czech Republic,4/8/2016 22:40,0
82.07,38,70582.55,187.76,Exclusive even-keeled moratorium,Millerfort,Male,Norway,2/13/2016 7:53,1
83.97,25,25686.34,234.26,Enhanced homogeneous moderator,New Tina,Male,French Polynesia,3/30/2016 19:09,0
47.74,30,57877.15,111.94,Operative stable moderator,Michaelland,Male,Puerto Rico,3/18/2016 13:00,0
46.61,41,50628.31,158.42,Optimized upward-trending productivity,Wintersfort,Male,Turkey,5/31/2016 23:42,1
81.58,25,50671.6,140.46,De-engineered attitude-oriented projection,West Roytown,Female,Qatar,1/5/2016 20:58,0
74.54,44,74180.05,131.72,Right-sized solution-oriented benchmark,West Lisa,Female,El Salvador,3/14/2016 14:13,1
55.6,35,73889.99,221.18,Optional multi-state hardware,Wrightburgh,Male,Niger,1/26/2016 2:47,0
59.59,43,73538.09,167.86,Optimized upward-trending productivity,Port Jeffrey,Male,Turkey,6/17/2016 17:11,1
88.04,41,51510.18,137.24,Synergistic reciprocal attitude,West Lisa,Female,El Salvador,7/17/2016 14:26,1
65.59,39,48335.2,124.44,Cloned object-oriented benchmark,Westshire,Female,Belize,5/8/2016 22:24,1
42.04,24,53431.35,158.56,Upgradable optimizing toolset,South Walter,Male,United States of America,3/23/2016 9:43,1
43.49,54,44304.13,230.18,Managed 6thgeneration hierarchy,Reyesfurt,Male,Moldova,4/4/2016 20:01,1
89.05,44,64011.26,187.76,Focused coherent success,Lake Michaelport,Male,Myanmar,2/28/2016 23:54,0
55.55,36,61610.05,124.44,Up-sized incremental encryption,New Rebecca,Female,Belize,5/8/2016 22:24,1
78.36,50,43974.49,123.13,Integrated coherent pricing structure,Burgessside,Female,Heard Island and McDonald Islands,7/17/2016 1:13,1
37.87,33,43974.49,196.77,Reactive impactful challenge,Silvaton,Female,Cayman Islands,5/12/2016 21:32,1
43.49,28,67669.06,199.39,Sharable reciprocal project,New Brandy,Male,Luxembourg,7/8/2016 3:47,0
74.54,42,60514.05,243.61,Innovative interactive portal,Lake Jennifer,Female,Rwanda,4/6/2016 11:24,1
59.05,48,52736.33,212.38,Function-based context-sensitive secured line,Burgessside,Male,Turkey,7/17/2016 1:13,1
42.04,49,68448.94,195.69,Streamlined homogeneous analyzer,West Brandonton,Female,Netherlands,4/4/2016 20:01,1
89,51,74535.94,120.37,Extended context-sensitive monitoring,New Thomas,Male,Saint Lucia,1/23/2016 21:15,0
83.71,26,66524.8,259.76,Configurable dynamic secured line,East Kevinbury,Female,Gabon,5/30/2016 18:08,0
89.05,44,64564.07,131.55,Synergistic reciprocal attitude,Palmerside,Male,United Kingdom,3/14/2016 14:13,1
56.34,40,66873.9,192.93,Digitized content-based circuit,Phelpschester,Male,Burundi,7/18/2016 1:36,0
38.37,32,70505.06,219.94,Up-sized 6thgeneration moratorium,Hernandezside,Female,Serbia,6/9/2016 21:43,1
83.4,34,34191.23,227.53,Ameliorated exuding encryption,New Tinamouth,Female,Samoa,3/11/2016 0:05,0
55.6,20,55942.04,178.92,Business-focused transitional solution,South Walter,Male,Bolivia,5/8/2016 10:25,0
39.96,25,50671.6,241.03,Team-oriented zero-defect initiative,Lake David,Male,American Samoa,1/14/2016 16:30,0
78.24,42,60514.05,133.42,Multi-layered tangible portal,Lake Jennifer,Female,Madagascar,4/6/2016 11:24,0
34.3,34,34191.23,160.03,Cloned explicit middleware,Kingshire,Male,Namibia,1/1/2016 2:52,0
69.62,34,59785.94,168.34,Cloned explicit middleware,Kingshire,Female,Turkmenistan,3/11/2016 0:05,0
81.75,52,33951.63,124.54,Public-key bi-directional Graphical User Interface,Silvaton,Female,Australia,4/4/2016 8:19,1
35.61,39,19991.72,236.87,Intuitive exuding service-desk,West Roytown,Female,Myanmar,6/21/2016 3:14,0
60.72,28,61840.26,217.37,Organized global flexibility,Kennedyfurt,Male,Luxembourg,7/3/2016 12:57,0
35.61,37,66187.58,140.15,Vision-oriented attitude-oriented Internet solution,Port Whitneyhaven,Female,Saint Vincent and the Grenadines,3/23/2016 8:52,1
49.21,30,54324.73,140.15,User-centric attitude-oriented adapter,Harveyport,Female,Guinea,3/4/2016 14:33,1
65.65,27,31281.01,231.42,Reverse-engineered well-modulated capability,Timothyport,Male,Estonia,6/17/2016 20:18,0
81.75,35,58677.69,236.87,Synchronized systemic hierarchy,Wrightburgh,Female,Qatar,2/11/2016 11:50,0
66.08,60,66504.16,130.86,Face-to-face methodical intranet,Carterland,Female,Cayman Islands,4/15/2016 15:07,1
42.6,31,56180.93,207.17,Automated mobile model,Robertbury,Female,Croatia,1/3/2016 7:13,0
40.04,34,34191.23,203.84,Cloned explicit middleware,Kingshire,Male,Namibia,3/11/2016 0:05,0
55.6,32,70505.06,182.2,Focused upward-trending core,Hernandezside,Female,Lebanon,4/28/2016 22:54,0
82.79,35,25603.93,236.87,Optional multi-state hardware,West Roytown,Female,Jersey,6/11/2016 9:37,1
83.71,42,60514.05,199.43,Face-to-face mission-critical definition,Hubbardmouth,Male,Czech Republic,5/19/2016 14:30,1
42.04,29,49850.52,216.49,Mandatory coherent groupware,Christinetown,Female,Qatar,1/14/2016 0:23,0
80.3,47,45632.51,113.8,Self-enabling local strategy,West Brandonton,Female,Australia,4/4/2016 20:01,1
76.77,36,59240.24,140.46,Up-sized incremental encryption,New Rebecca,Female,Liechtenstein,1/3/2016 16:01,0
80.3,49,47708.42,168.34,Advanced 24/7 productivity,Hawkinsbury,Male,Afghanistan,5/27/2016 18:45,1
55.6,30,54286.1,182.2,Managed 6thgeneration hierarchy,Whiteport,Female,Venezuela,5/3/2016 1:09,0
70.29,25,38817.4,128.62,Synergized intangible open system,Lake Patrick,Male,Georgia,7/8/2016 3:47,0
82.07,22,67058.72,121.07,Focused multi-state workforce,Jeffreyburgh,Female,Austria,7/3/2016 4:11,0
55.6,24,52252.91,178.92,Business-focused transitional solution,Destinyfurt,Male,Algeria,3/18/2016 13:22,0
60.72,28,73608.99,172.81,Sharable reciprocal project,West Joseph,Female,Ghana,2/15/2016 16:52,0
81.75,19,33951.63,195.69,Managed client-server access,South George,Male,Sri Lanka,2/9/2016 5:28,0
80.3,28,53058.91,230.52,Centralized logistical secured line,Port Beth,Female,Belgium,1/14/2016 14:00,1
84.73,26,66291.67,131.68,Multi-tiered multi-state moderator,East Kevinbury,Male,Andorra,1/1/2016 15:14,1
80.3,49,45632.51,113.8,Streamlined homogeneous analyzer,West Brandonton,Female,Netherlands,4/4/2016 20:01,1
77.14,33,61005.87,215.18,Synchronized multi-tasking ability,West Connor,Male,Cameroon,7/3/2016 4:11,0
41.73,28,59677.64,207.17,Organized global flexibility,Dustinchester,Male,Albania,7/9/2016 11:04,0
89.05,42,57868.44,114.69,Robust logistical utilization,Hubbardmouth,Male,Czech Republic,4/6/2016 11:24,1
56.16,30,57877.15,109.07,Business-focused transitional solution,New Tinamouth,Male,Bolivia,5/8/2016 10:25,1
56.16,27,39193.45,193.29,Integrated leadingedge frame,Olsonside,Male,Estonia,3/23/2016 21:06,0
41.73,28,52011,217.37,Inverse local hub,West Joseph,Female,Gabon,2/26/2016 1:18,0
65.59,39,65953.76,221.79,Cloned dedicated analyzer,East Connie,Male,Luxembourg,3/18/2016 13:22,0
81.67,28,74623.27,217.37,Inverse local hub,Reyesfurt,Female,Croatia,4/1/2016 16:21,0
38.37,36,32549.95,109.07,Self-enabling optimal initiative,Youngfort,Male,Belize,7/13/2016 16:12,1
65.59,39,27508.41,144.27,Ergonomic methodical encoding,East Connie,Male,Hong Kong,1/23/2016 17:39,0
46.14,45,50671.6,158.42,Enhanced homogeneous moderator,North Daniel,Male,Georgia,5/24/2016 9:50,1
69.88,34,34191.23,168.34,Cloned explicit middleware,Kingshire,Male,Equatorial Guinea,3/11/2016 0:05,1
62.06,40,73941.91,176.7,Digitized content-based circuit,East Carlos,Female,Sri Lanka,1/31/2016 5:12,0
59.05,31,67307.43,217.37,Sharable reciprocal project,Kennedyfurt,Male,Czech Republic,3/22/2016 6:41,1
69.88,34,34191.23,160.03,Cloned explicit middleware,New Tinamouth,Female,Samoa,2/27/2016 8:52,1
84.29,31,56180.93,207.17,Inverse local hub,New Michael,Female,Croatia,2/26/2016 22:46,0
86.06,29,72203.96,217.1,Managed client-server access,East Johnport,Male,Iran,5/3/2016 16:02,0
71.84,39,48335.2,115.26,Total cohesive moratorium,Williammouth,Male,Liechtenstein,1/3/2016 16:01,1
55.6,35,73889.99,225.58,Proactive bandwidth-monitored policy,Wrightburgh,Male,Myanmar,7/2/2016 20:23,0
51.24,36,32549.95,109.07,Synergized grid-enabled framework,South Lisa,Male,Korea,4/27/2016 4:28,1
84.73,30,57877.15,113.69,Total 5thgeneration standardization,Patriciahaven,Female,Bahamas,6/29/2016 10:50,0
80.51,45,70053.27,174.88,Secured 24hour policy,Kristinfurt,Female,Taiwan,1/7/2016 23:02,1
56.39,19,33951.63,171.07,Proactive actuating Graphical User Interface,Garciaview,Male,Switzerland,7/3/2016 4:11,0
69.88,19,34191.23,168.34,Cloned explicit middleware,Kingshire,Male,Samoa,3/11/2016 0:05,0
76.2,34,59785.94,203.84,Cloned explicit middleware,Kingshire,Male,Equatorial Guinea,3/11/2016 0:05,0
41.73,34,40763.13,168.34,Cloned explicit middleware,New Tinamouth,Female,Brunei Darussalam,4/27/2016 4:28,1
56.39,29,69646.35,198.5,Programmable uniform website,West Shannon,Male,Australia,2/9/2016 5:28,0
44.73,36,32549.95,109.07,Upgradable optimizing toolset,Youngfort,Male,Guinea,4/27/2016 4:28,1
46.61,23,25739.09,236.87,Managed disintermediate capability,Hubbardmouth,Female,China,4/27/2016 4:28,1
83.71,45,74903.41,137.24,Enhanced homogeneous moderator,Wintersfort,Male,Bosnia and Herzegovina,5/24/2016 9:50,1
37,30,57877.15,202.61,Managed 6thgeneration hierarchy,South Adamhaven,Male,Bolivia,5/8/2016 10:25,0
48.86,35,25603.93,214.33,Optional multi-state hardware,North Johnside,Female,Spain,7/18/2016 1:36,0
65.07,23,34191.23,151.93,Managed impactful definition,New Tinamouth,Male,Australia,3/11/2016 0:05,0
44.4,30,33293.78,117.35,Total 5thgeneration standardization,Kristinfurt,Female,Qatar,6/29/2016 10:50,0
48.86,40,48867.67,117.3,Upgradable asymmetric emulation,North Brittanyburgh,Male,Moldova,7/13/2016 16:12,1
54.88,21,52563.22,176.98,Optimized upward-trending productivity,Port Katelynview,Female,Senegal,2/28/2016 6:41,0
86.06,35,54429.17,226.54,Optional multi-state hardware,Phelpschester,Male,Hong Kong,7/2/2016 20:23,0
59.99,42,67432.49,231.48,Virtual 5thgeneration neural-net,Novaktown,Male,Czech Republic,2/19/2016 13:26,0
78.7,51,74535.94,111.94,Focused coherent success,Yangside,Male,Turkey,2/28/2016 23:54,1
66.12,49,45632.51,113.8,Streamlined homogeneous analyzer,West Brandonton,Female,Netherlands,2/5/2016 16:50,1
68.11,26,74903.41,131.68,Enterprise-wide tangible model,Kyleborough,Male,Moldova,4/5/2016 5:54,0
55.6,24,52252.91,182.2,Focused upward-trending core,West James,Female,Saint Pierre and Miquelon,3/31/2016 20:55,0
69.88,34,34191.23,168.34,Cloned explicit middleware,New Thomas,Male,Namibia,3/11/2016 0:05,0
40.47,40,40468.53,136.94,Vision-oriented attitude-oriented Internet solution,North Jenniferburgh,Female,Bangladesh,6/18/2016 17:56,1
56.39,29,64267.88,191.82,Programmable uniform website,Kellytown,Male,Tuvalu,3/10/2016 23:36,1
80.03,40,69456.83,117.3,Pre-emptive zero tolerance Local Area Network,New Travistown,Female,Uganda,6/11/2016 9:37,1
55.6,32,57691.95,178.92,Business-focused transitional solution,Lisafort,Male,Sao Tome and Principe,3/31/2016 20:55,0
79.52,45,46197.59,174.88,Secured 24hour policy,Wintersfort,Female,Rwanda,5/30/2016 20:07,1
66.08,29,73910.9,163,Programmable uniform website,North Jessicaville,Male,Australia,3/10/2016 23:36,1
56.39,46,40468.53,253.48,Automated multi-state toolset,Richardsonshire,Female,Bouvet Island (Bouvetoya),6/17/2016 20:18,0
68.01,33,58342.63,191.82,Compatible composite project,Novaktown,Male,Vanuatu,3/24/2016 6:36,1
51.87,37,42650.32,153.76,Polarized 5thgeneration matrix,South Cynthiashire,Male,Australia,1/5/2016 16:26,1
44.11,30,57877.15,113.69,Realigned content-based leverage,Reyesfurt,Male,Bolivia,5/8/2016 10:25,1
41.73,28,70324.8,217.37,Intuitive exuding service-desk,Reyesfurt,Female,Gabon,2/15/2016 16:52,0
65.59,39,41521.28,225.99,Automated mobile model,Jacquelineshire,Male,Bahrain,7/8/2016 3:47,0
74.06,31,59886.58,192.6,Realigned tangible collaboration,West Angelabury,Male,Hong Kong,3/27/2016 3:59,0
53.68,29,72203.96,217.1,Multi-channeled scalable moratorium,North Brandon,Male,Senegal,7/8/2016 3:47,0
66.08,33,77988.71,120.75,Synchronized multi-tasking ability,Novaktown,Male,Indonesia,6/12/2016 21:21,0
36.08,26,70203.74,222.35,Monitored 24/7 moratorium,Meyersstad,Female,Qatar,5/15/2016 13:18,0
79.54,26,39840.55,163.48,User-friendly bandwidth-monitored attitude,Lake Jose,Female,Turkey,1/26/2016 15:56,1
82.79,35,37334.78,236.87,Vision-oriented attitude-oriented Internet solution,New Rebecca,Female,Saint Vincent and the Grenadines,6/21/2016 3:14,1
82.07,41,57846.68,259.76,Robust uniform framework,West Lisa,Female,Lao People's Democratic Republic,1/15/2016 19:40,1
40.04,49,40763.13,168.34,Advanced 24/7 productivity,West Brandonton,Female,Australia,2/8/2016 7:33,1
66.03,32,55424.24,172.83,Universal bi-directional extranet,Lake Matthewland,Female,Fiji,5/10/2016 17:13,1
46.61,36,29398.61,140.46,Total 5thgeneration standardization,Elizabethport,Female,Uganda,2/17/2016 20:22,1
59.59,34,59785.94,168.34,Function-based incremental standardization,New Tinamouth,Female,Brunei Darussalam,2/27/2016 8:52,0
45.08,30,33293.78,140.46,User-centric attitude-oriented adapter,East John,Female,Guinea,2/3/2016 10:40,1
59.05,48,52736.33,212.38,Function-based context-sensitive secured line,Burgessside,Male,Turkey,7/17/2016 1:13,1
79.52,41,57846.68,158.8,Robust uniform framework,West Lisa,Female,Honduras,2/22/2016 7:04,1
62.42,40,57519.64,132.63,Total local synergy,Williamsport,Male,Niger,1/18/2016 2:51,0
47.64,19,33951.63,195.69,Managed client-server access,Taylorhaven,Male,Eritrea,6/16/2016 2:01,0
49.21,36,70592.81,140.46,Configurable tertiary budgetary management,East John,Female,Qatar,5/24/2016 10:04,0
45.48,32,55424.24,219.94,Up-sized 6thgeneration moratorium,Lake Matthewland,Female,Serbia,4/6/2016 21:20,1
80.3,60,68448.94,122.02,Streamlined homogeneous analyzer,West Brandonton,Female,Netherlands,1/5/2016 16:26,1
80.51,55,57014.84,187.76,Function-based context-sensitive secured line,Combsstad,Male,Turkey,1/15/2016 22:49,1
57.82,41,41920.79,167.86,Optimized upward-trending productivity,West Shannon,Male,Turkey,4/3/2016 21:13,0
81.58,41,50671.6,234.26,Enhanced homogeneous moderator,Lake Rhondaburgh,Male,Georgia,3/18/2016 13:00,0
44.4,25,50671.6,241.03,Synergized intangible open system,Lake David,Male,Georgia,3/11/2016 6:49,0
40.47,35,25603.93,236.87,Optional multi-state hardware,North Johnside,Female,Ukraine,7/18/2016 1:36,0
73.89,28,71222.4,217.37,Front-line multi-state hub,Dustinchester,Female,Croatia,5/6/2016 21:07,0
67.8,45,74903.41,158.42,Enhanced homogeneous moderator,Wintersfort,Male,Bosnia and Herzegovina,3/5/2016 12:03,1
59.05,44,61039.13,137.24,Triple-buffered high-level Internet solution,Stewartbury,Female,Malawi,2/13/2016 7:53,1
68.18,42,34418.09,129.8,Innovative interactive portal,Lake Jennifer,Male,Czech Republic,4/6/2016 11:24,1
80.3,37,53058.91,140.15,Devolved human-resource circuit,West Brandonton,Female,Netherlands,4/4/2016 20:01,1
55.6,39,38067.08,124.44,Cloned object-oriented benchmark,New Brandy,Female,French Southern Territories,5/8/2016 22:24,1
68.01,26,53336.76,194.62,Managed 5thgeneration time-frame,Lake Jennifer,Female,Angola,4/1/2016 16:21,0
44.33,36,50628.31,140.46,Face-to-face analyzing encryption,North Randy,Male,Liechtenstein,3/4/2016 8:48,1
40.17,26,66291.67,228.78,Focused systemic benchmark,Lake David,Male,Bosnia and Herzegovina,3/11/2016 6:49,1
55.6,32,55424.24,178.92,Business-focused transitional solution,Lisafort,Male,Sao Tome and Principe,3/31/2016 20:55,0
40.47,27,36884.23,236.87,Optional multi-state hardware,Wrightburgh,Female,Myanmar,7/18/2016 1:36,0
81.75,33,73941.91,125.27,Stand-alone well-modulated product,West Connor,Female,Indonesia,6/10/2016 11:31,0
53.92,31,59886.58,240.64,User-friendly client-server instruction set,West Angelabury,Male,Singapore,1/14/2016 16:30,0
59.51,40,40468.53,167.22,Automated multi-state toolset,Williamsport,Female,Australia,1/3/2016 16:01,1
46.61,31,57868.44,174.88,Pre-emptive value-added workforce,Harmonhaven,Female,Micronesia,5/25/2016 0:34,1
42.04,19,51067.54,218.61,Polarized 5thgeneration matrix,Williamsport,Female,Qatar,2/3/2016 19:12,0
89.05,50,57868.44,123.13,Realigned content-based leverage,Stewartbury,Male,Malawi,6/18/2016 22:31,1
60.7,46,54286.1,167.22,Synchronized multi-tasking ability,East Brittanyville,Female,Belgium,2/28/2016 23:10,0
